order_id,order_date,region,category,units,unit_price,customer_age,discount
ORD-00801,2023-08-09,EAST,Electronics,9,98.84,42.0,0.19
ORD-00802,2024-01-12,North,Home,9,,13.0,0.23
ORD-00803,2024-11-02,EAST,Sports,9,36.64,34.0,0.05
ORD-00804,2024-06-23,east,Home,6,120.61,52.0,0.06
ORD-00805,2024-07-25,East,Home,1,27.65,45.0,0.17
ORD-00806,2024-02-03,north,Home,7,70.35,,0.64
ORD-00807,2023-03-22,South,Sports,4,63.22,45.0,0.31
ORD-00808,2023-10-13,South,Electronics,9,87.03,67.0,0.48
ORD-00809,2024-12-29,North,Sports,6,137.38,31.0,0.21
ORD-00810,2023-02-02,NORTH,Sports,10,283.63,43.0,0.03
ORD-00811,2024-10-04,SOUTH,Sports,7,72.47,33.0,0.1
ORD-00812,2024-05-15,east,Home,7,43.3,49.0,0.1
ORD-00813,2023-07-27,,Home,11,40.39,37.0,0.15
ORD-00814,2024-07-22,WEST,Clothing,6,,59.0,0.26
ORD-00815,2024-09-03,,Clothing,5,85.02,32.0,0.12
ORD-00816,2023-02-01,West,Sports,5,11.63,55.0,0.13
ORD-00817,2023-03-19,South,Home,10,26.36,45.0,0.37
ORD-00818,2024-05-01,South,Books,9,85.07,38.0,0.32
ORD-00819,2024-12-31,EAST,Electronics,2,124.3,45.0,0.23
ORD-00820,2023-01-18,WEST,Books,6,124.75,41.0,0.26
ORD-00821,2024-05-01,SOUTH,Books,5,74.71,42.0,0.17
ORD-00822,2023-04-10,SOUTH,Sports,8,114.64,36.0,0.44
ORD-00823,2024-04-20,East,Electronics,1,138.84,30.0,0.14
ORD-00824,2024-03-31,east,Home,8,53.0,34.0,0.23
ORD-00825,2023-03-08,north,Home,9,130.34,18.0,0.2
ORD-00826,2024-05-12,SOUTH,Home,3,19.69,48.0,0.2
ORD-00827,2024-10-17,SOUTH,Electronics,2,25.78,23.0,0.19
ORD-00828,2024-09-23,west,Home,7,55.19,35.0,0.32
ORD-00829,2023-01-22,South,Clothing,3,17.61,46.0,0.14
ORD-00830,2023-06-29,,Books,11,99.85,48.0,0.12
ORD-00831,2023-06-26,WEST,Clothing,9,47.68,17.0,0.33
ORD-00832,2023-11-28,SOUTH,Home,11,63.67,37.0,0.25
ORD-00833,2023-04-15,NORTH,Books,6,65.24,44.0,0.29
ORD-00834,2024-09-16,North,Electronics,11,54.25,39.0,0.09
ORD-00835,2024-07-21,North,Books,1,40.07,54.0,0.06
ORD-00836,2024-08-13,NORTH,Books,4,96.87,28.0,0.26
ORD-00837,2023-05-25,SOUTH,Electronics,1,46.97,13.0,0.1
ORD-00838,2023-01-11,WEST,Electronics,8,64.67,48.0,0.2
ORD-00839,2024-10-27,east,Sports,6,87.59,32.0,0.38
ORD-00840,2023-07-31,NORTH,Clothing,4,138.14,17.0,0.17
ORD-00841,2024-04-24,East,Sports,4,131.57,36.0,0.11
ORD-00842,2024-10-26,NORTH,Home,8,49.94,,0.17
ORD-00843,2023-01-27,west,Clothing,2,38.57,,0.4
ORD-00844,2023-01-05,North,Clothing,6,155.3,66.0,0.21
ORD-00845,2023-01-04,EAST,Books,7,46.79,28.0,0.02
ORD-00846,2023-04-25,south,Electronics,3,94.44,39.0,0.12
ORD-00847,2023-02-07,East,Home,3,16.8,23.0,0.17
ORD-00848,2024-08-22,SOUTH,Clothing,4,11.33,38.0,0.32
ORD-00849,2024-03-18,WEST,Electronics,7,72.42,36.0,0.2
ORD-00850,2024-12-17,North,Clothing,3,58.94,20.0,0.24
ORD-00851,2024-08-08,WEST,Home,5,109.88,72.0,0.22
ORD-00852,2024-12-05,SOUTH,Books,6,40.41,32.0,0.08
ORD-00853,2023-06-24,West,Electronics,3,83.43,32.0,0.07
ORD-00854,2023-07-30,west,Sports,7,106.27,50.0,0.16
ORD-00855,2024-09-12,WEST,Sports,2,41.59,60.0,0.04
ORD-00856,2023-06-29,North,Books,2,55.15,52.0,0.18
ORD-00857,2023-02-11,NORTH,Sports,3,29.87,24.0,0.13
ORD-00858,2024-05-04,north,Home,4,112.33,41.0,0.05
ORD-00859,2024-08-08,NORTH,Sports,1,97.65,15.0,0.29
ORD-00860,2024-12-08,EAST,Books,11,102.25,49.0,0.07
ORD-00861,2024-11-09,west,Home,4,58.78,18.0,0.28
ORD-00862,2023-03-29,west,Electronics,9,96.61,28.0,0.45
ORD-00863,2024-07-18,south,Home,10,5.31,38.0,0.1
ORD-00864,2024-09-10,east,Sports,9,62.34,43.0,0.11
ORD-00865,2024-05-25,WEST,Sports,10,171.31,,0.09
ORD-00866,2024-08-22,west,Home,2,68.67,56.0,0.3
ORD-00867,2024-09-04,north,Clothing,5,126.97,47.0,0.22
ORD-00868,2023-11-23,SOUTH,Books,9,59.0,46.0,0.11
ORD-00869,2023-01-30,WEST,Electronics,7,149.95,23.0,0.35
ORD-00870,2023-11-30,south,Electronics,1,38.5,58.0,0.15
ORD-00871,2023-05-28,south,Home,7,90.2,28.0,0.09
ORD-00872,2023-03-25,west,Sports,9,44.14,59.0,0.18
ORD-00873,2023-04-02,west,Clothing,10,81.15,62.0,0.13
ORD-00874,2024-05-24,west,Home,5,46.95,44.0,0.04
ORD-00875,2024-01-04,West,Clothing,3,68.49,50.0,0.04
ORD-00876,2024-01-30,north,Home,4,51.81,1.0,0.05
ORD-00877,2024-06-28,,Electronics,4,103.94,36.0,0.05
ORD-00878,2024-02-05,south,Home,4,92.59,51.0,0.22
ORD-00879,2024-04-05,,Home,4,43.04,49.0,0.1
ORD-00880,2023-03-04,South,Clothing,6,42.17,23.0,0.1
ORD-00881,2024-09-14,EAST,Clothing,1,36.09,34.0,0.07
ORD-00882,2023-11-25,SOUTH,Books,4,31.01,8.0,0.2
ORD-00883,2023-04-24,East,Electronics,4,108.31,43.0,0.23
ORD-00884,2024-08-17,South,Electronics,2,34.6,200.0,0.27
ORD-00885,2024-06-21,south,Electronics,10,85.53,52.0,0.32
ORD-00886,2023-02-08,NORTH,Sports,8,48.78,52.0,0.37
ORD-00887,2023-05-22,north,Clothing,11,124.73,,0.07
ORD-00888,2023-01-12,WEST,Electronics,7,196.28,44.0,0.34
ORD-00889,2023-07-17,South,Sports,2,3.77,35.0,0.09
ORD-00890,2023-03-15,north,Electronics,10,38.14,41.0,0.21
ORD-00891,2024-06-02,WEST,Clothing,6,48.22,24.0,0.17
ORD-00892,2024-01-17,EAST,Electronics,8,60.15,45.0,0.03
ORD-00893,2024-12-17,North,Books,5,57.69,18.0,0.41
ORD-00894,2024-07-01,SOUTH,Books,6,,16.0,0.43
ORD-00895,2024-03-23,North,Books,6,198.68,37.0,0.14
ORD-00896,2024-01-08,East,Clothing,4,59.12,,0.51
ORD-00897,2023-02-09,NORTH,Clothing,7,92.33,41.0,0.18
ORD-00898,2023-02-21,NORTH,Sports,9,94.12,30.0,0.26
ORD-00899,2024-03-26,North,Sports,1,21.04,61.0,0.26
ORD-00900,2023-01-04,EAST,Electronics,2,53.86,40.0,0.33
ORD-00901,2023-01-31,NORTH,Books,10,108.31,41.0,0.32
ORD-00902,2023-06-10,West,Sports,7,155.76,40.0,0.37
ORD-00903,2024-10-08,North,Home,11,54.64,50.0,0.12
ORD-00904,2023-12-02,East,Books,7,24.36,45.0,0.16
ORD-00905,2024-06-02,SOUTH,Electronics,8,45.39,43.0,0.6
ORD-00906,2023-10-28,south,Electronics,10,53.04,47.0,0.38
ORD-00907,2023-05-07,north,Electronics,8,51.67,16.0,0.6
ORD-00908,2023-09-29,west,Electronics,4,36.12,17.0,0.03
ORD-00909,2023-03-09,west,Sports,6,22.29,37.0,0.16
ORD-00910,2024-07-17,north,Books,3,29.65,36.0,0.12
ORD-00911,2023-05-15,North,Books,4,45.67,45.0,0.39
ORD-00912,2023-10-03,west,Clothing,8,107.2,-5.0,0.22
ORD-00913,2024-12-17,South,Sports,2,,45.0,0.22
ORD-00914,2024-03-08,NORTH,Electronics,8,73.48,23.0,0.2
ORD-00915,2023-12-02,North,Sports,7,30.31,38.0,0.22
ORD-00916,2024-02-01,East,Electronics,4,47.53,22.0,0.09
ORD-00917,2024-07-27,east,Electronics,1,11.85,43.0,0.11
ORD-00918,2023-07-06,east,Electronics,8,157.56,15.0,0.21
ORD-00919,2024-04-10,west,Books,10,42.43,42.0,0.26
ORD-00920,2024-09-29,SOUTH,Clothing,9,87.49,20.0,0.13
ORD-00921,2024-02-23,SOUTH,Home,5,127.38,33.0,0.51
ORD-00922,2023-11-23,south,Home,8,184.04,49.0,0.18
ORD-00923,2023-04-17,SOUTH,Books,5,114.56,41.0,0.03
ORD-00924,2023-07-01,north,Clothing,4,51.45,18.0,0.32
ORD-00925,2024-11-22,North,Electronics,4,95.02,30.0,0.32
ORD-00926,2024-01-31,South,Clothing,3,,20.0,0.29
ORD-00927,2023-08-09,East,Clothing,11,42.14,18.0,0.18
ORD-00928,2023-11-02,North,Books,8,21.36,39.0,0.19
ORD-00929,2024-02-27,SOUTH,Books,2,36.34,45.0,0.13
ORD-00930,2024-01-28,east,Electronics,10,91.05,43.0,0.42
ORD-00931,2024-05-26,east,Books,2,52.37,45.0,0.13
ORD-00932,2023-07-08,west,Electronics,7,64.32,38.0,0.22
ORD-00933,2024-04-19,West,Books,2,100.83,35.0,0.25
ORD-00934,2023-11-20,EAST,Clothing,4,35.74,25.0,0.19
ORD-00935,2024-11-18,North,Clothing,8,62.22,33.0,0.21
ORD-00936,2023-04-26,south,Home,11,46.95,22.0,0.37
ORD-00937,2023-04-19,EAST,Clothing,11,,28.0,0.08
ORD-00938,2023-12-04,NORTH,Books,10,112.36,39.0,0.12
ORD-00939,2024-01-07,north,Sports,3,52.62,37.0,0.18
ORD-00940,2024-05-20,NORTH,Sports,2,50.59,75.0,0.04
ORD-00941,2023-10-23,South,Home,10,187.68,22.0,0.21
ORD-00942,2024-10-29,South,Home,11,178.54,36.0,0.2
ORD-00943,2023-12-13,north,Home,4,90.67,21.0,0.33
ORD-00944,2023-04-05,West,Books,1,66.32,33.0,0.37
ORD-00945,2023-03-29,West,Home,8,25.87,34.0,0.12
ORD-00946,2024-12-12,NORTH,Home,1,36.58,48.0,0.13
ORD-00947,2023-04-09,WEST,Home,1,24.31,33.0,0.18
ORD-00948,2024-11-23,North,Clothing,11,130.5,36.0,0.36
ORD-00949,2023-07-23,West,Home,6,26.19,33.0,0.08
ORD-00950,2023-03-10,,Books,2,50.14,21.0,0.21
ORD-00951,2023-08-11,north,Home,8,14.11,30.0,0.05
ORD-00952,2024-03-25,,Sports,5,19.6,33.0,0.04
ORD-00953,2023-11-09,West,Sports,6,103.73,39.0,0.06
ORD-00954,2024-07-28,West,Home,10,82.01,45.0,0.22
ORD-00955,2024-03-22,WEST,Sports,3,67.92,35.0,0.1
ORD-00956,2023-10-20,EAST,Electronics,8,50.79,35.0,0.09
ORD-00957,2024-04-08,NORTH,Sports,10,17.48,17.0,0.1
ORD-00958,2024-12-11,West,Clothing,5,46.12,44.0,0.24
ORD-00959,2023-10-29,EAST,Home,11,59.71,30.0,0.29
ORD-00960,2023-04-23,East,Clothing,5,99.36,47.0,0.22
ORD-00961,2023-10-26,SOUTH,Home,6,126.12,54.0,0.09
ORD-00962,2024-09-06,east,Clothing,10,105.76,36.0,0.03
ORD-00963,2023-06-09,North,Books,7,81.69,26.0,0.01
ORD-00964,2024-11-24,EAST,Electronics,10,67.23,38.0,0.27
ORD-00965,2024-03-06,north,Sports,9,76.56,42.0,0.09
ORD-00966,2024-03-15,East,Sports,8,43.95,34.0,0.33
ORD-00967,2023-08-20,WEST,Home,3,71.1,31.0,0.46
ORD-00968,2024-11-03,SOUTH,Home,5,59.48,45.0,0.33
ORD-00969,2023-01-27,south,Books,10,233.35,44.0,0.11
ORD-00970,2023-08-07,south,Electronics,7,77.82,34.0,0.32
ORD-00971,2023-11-02,West,Books,4,10.92,18.0,0.13
ORD-00972,2023-12-15,east,Clothing,4,48.91,43.0,0.06
ORD-00973,2023-12-13,,Books,9,55.1,29.0,0.33
ORD-00974,2023-04-19,NORTH,Clothing,2,114.7,41.0,0.33
ORD-00975,2023-06-14,north,Books,2,84.29,40.0,0.11
ORD-00976,2023-03-11,SOUTH,Books,9,81.58,15.0,0.18
ORD-00977,2024-02-23,West,Clothing,4,147.21,39.0,0.14
ORD-00978,2023-09-14,East,Books,9,179.04,44.0,0.35
ORD-00979,2024-02-18,North,Home,6,103.63,46.0,0.11
ORD-00980,2024-03-07,West,Clothing,11,51.57,39.0,0.36
ORD-00981,2024-05-28,SOUTH,Home,6,52.66,14.0,0.34
ORD-00982,2024-02-04,west,Sports,10,1.87,53.0,0.21
ORD-00983,2024-04-18,North,Electronics,10,135.87,43.0,0.26
ORD-00984,2024-03-05,east,Sports,3,52.55,24.0,0.04
ORD-00985,2024-04-21,WEST,Sports,11,64.23,29.0,0.14
ORD-00986,2024-03-26,NORTH,Home,9,48.18,41.0,0.25
ORD-00987,2023-08-20,East,Books,2,29.9,46.0,0.34
ORD-00988,2023-06-30,WEST,Clothing,1,222.53,32.0,0.38
ORD-00989,2024-07-29,north,Electronics,3,64.52,48.0,0.04
ORD-00990,2023-09-08,NORTH,Home,1,159.99,16.0,0.14
ORD-00991,2024-02-06,east,Sports,4,53.05,25.0,0.06
ORD-00992,2023-05-24,SOUTH,Clothing,11,42.41,13.0,0.04
ORD-00993,2023-11-12,NORTH,Books,6,98.2,27.0,0.18
ORD-00994,2024-01-23,SOUTH,Books,1,125.79,56.0,0.1
ORD-00995,2024-04-02,West,Books,6,130.77,63.0,0.2
ORD-00996,2024-01-20,NORTH,Clothing,3,59.17,41.0,0.14
ORD-00997,2023-09-21,South,Clothing,10,104.65,30.0,0.25
ORD-00998,2024-12-04,WEST,Home,1,45.8,35.0,0.3
ORD-00999,2024-01-10,south,Sports,9,70.5,44.0,0.16
ORD-01000,2024-08-13,West,Sports,5,55.33,19.0,0.09
ORD-01001,2024-06-22,South,Home,1,49.68,31.0,0.22
ORD-01002,2024-02-13,WEST,Sports,8,72.44,55.0,0.04
ORD-01003,2024-10-09,east,Home,6,29.29,25.0,0.08
ORD-01004,2023-04-04,North,Clothing,9,119.52,29.0,0.14
ORD-01005,2024-11-04,WEST,Electronics,7,49.83,38.0,0.04
ORD-01006,2024-09-13,SOUTH,Books,9,116.06,41.0,0.04
ORD-01007,2024-01-04,North,Books,6,34.22,30.0,0.21
ORD-01008,2024-06-20,North,Sports,1,49.7,39.0,0.29
ORD-01009,2024-01-16,EAST,Books,2,29.21,45.0,0.22
ORD-01010,2023-07-16,north,Electronics,6,28.36,62.0,0.05
ORD-01011,2024-08-07,North,Home,5,37.7,36.0,0.1
ORD-01012,2023-06-29,north,Books,9,34.62,38.0,0.27
ORD-01013,2023-08-18,SOUTH,Home,5,29.4,56.0,0.2
ORD-01014,2024-01-15,south,Home,10,67.36,31.0,0.36
ORD-01015,2024-09-04,SOUTH,Sports,3,97.0,22.0,0.6
ORD-01016,2023-10-08,North,Books,5,100.19,41.0,0.15
ORD-01017,2023-12-28,NORTH,Books,9,16.33,51.0,0.12
ORD-01018,2023-01-31,east,Home,2,55.09,42.0,0.2
ORD-01019,2023-03-26,SOUTH,Clothing,4,51.39,37.0,0.05
ORD-01020,2023-02-10,east,Home,9,148.8,21.0,0.33
ORD-01021,2023-02-22,NORTH,Sports,7,56.55,37.0,0.09
ORD-01022,2024-09-26,North,Books,9,63.68,53.0,0.1
ORD-01023,2024-09-07,North,Books,6,21.78,23.0,0.23
ORD-01024,2024-08-23,SOUTH,Electronics,10,36.97,35.0,0.12
ORD-01025,2023-02-10,South,Sports,10,20.68,33.0,0.15
ORD-01026,2023-02-26,WEST,Clothing,11,70.24,30.0,0.11
ORD-01027,2023-07-25,South,Sports,2,151.66,41.0,0.03
ORD-01028,2024-02-18,SOUTH,Home,7,37.93,43.0,0.18
ORD-01029,2023-09-02,east,Sports,2,56.86,43.0,0.04
ORD-01030,2023-12-23,north,Sports,3,34.79,26.0,0.37
ORD-01031,2023-05-07,south,Books,4,43.24,18.0,0.42
ORD-01032,2024-06-18,south,Sports,8,71.2,41.0,0.14
ORD-01033,2023-08-18,south,Books,5,195.24,32.0,0.32
ORD-01034,2023-02-18,north,Sports,10,147.16,60.0,0.08
ORD-01035,2024-06-26,WEST,Electronics,4,173.52,61.0,0.14
ORD-01036,2024-10-21,WEST,Electronics,7,116.7,62.0,0.18
ORD-01037,2023-01-11,north,Home,9,56.35,27.0,0.07
ORD-01038,2023-11-16,east,Sports,11,51.19,45.0,0.02
ORD-01039,2024-08-27,West,Books,3,38.1,48.0,0.23
ORD-01040,2024-05-31,NORTH,Home,9,6.61,47.0,0.18
ORD-01041,2024-09-18,West,Home,1,55.74,34.0,0.24
ORD-01042,2023-10-31,east,Books,6,152.96,53.0,0.25
ORD-01043,2023-09-30,WEST,Sports,5,151.92,38.0,0.17
ORD-01044,2024-06-02,WEST,Sports,11,238.74,40.0,0.52
ORD-01045,2023-04-23,north,Electronics,9,74.68,20.0,0.05
ORD-01046,2023-06-25,south,Home,11,405.2749222188741,46.0,0.3
ORD-01047,2024-03-15,South,Clothing,10,93.02,35.0,0.21
ORD-01048,2024-05-03,north,Books,5,196.5,44.0,0.17
ORD-01049,2023-03-29,South,Home,9,165.14,41.0,0.25
ORD-01050,2024-01-07,WEST,Sports,1,47.19,40.0,0.13
ORD-01051,2023-09-24,NORTH,Home,7,27.82,37.0,0.34
ORD-01052,2024-01-02,South,Books,1,27.21,47.0,0.53
ORD-01053,2024-12-01,West,Electronics,8,39.9,36.0,0.18
ORD-01054,2023-02-26,,Sports,11,44.37,21.0,0.15
ORD-01055,2024-12-28,south,Electronics,8,53.51,45.0,0.07
ORD-01056,2023-11-25,west,Clothing,10,100.85,28.0,0.25
ORD-01057,2024-07-18,south,Sports,3,52.25,22.0,0.08
ORD-01058,2023-11-07,North,Sports,11,68.42,26.0,0.1
ORD-01059,2023-08-16,NORTH,Home,7,19.48,41.0,0.2
ORD-01060,2024-07-17,West,Home,8,38.13,37.0,0.2
ORD-01061,2024-05-17,north,Electronics,9,36.85,12.0,0.1
ORD-01062,2023-04-16,SOUTH,Sports,8,,33.0,0.52
ORD-01063,2024-05-30,NORTH,Electronics,4,51.34,52.0,0.18
ORD-01064,2024-07-04,south,Electronics,7,19.6,33.0,0.2
ORD-01065,2023-10-11,West,Home,8,48.85,36.0,0.13
ORD-01066,2024-11-07,SOUTH,Electronics,10,71.94,51.0,0.09
ORD-01067,2024-04-13,West,Electronics,6,154.54,48.0,0.19
ORD-01068,2023-09-01,North,Books,6,35.48,50.0,0.22
ORD-01069,2023-01-08,South,Books,6,70.63,5.0,0.15
ORD-01070,2024-05-08,WEST,Clothing,2,41.93,59.0,0.32
ORD-01071,2023-06-02,south,Books,1,18.69,46.0,0.13
ORD-01072,2024-07-07,north,Books,1,155.62,68.0,0.16
ORD-01073,2024-01-19,,Clothing,8,74.09,29.0,0.09
ORD-01074,2023-12-08,SOUTH,Books,5,90.04,17.0,0.15
ORD-01075,2023-04-30,,Home,10,171.02,38.0,0.39
ORD-01076,2024-06-04,WEST,Sports,8,48.68,35.0,0.07
ORD-01077,2023-05-02,NORTH,Electronics,2,24.8,46.0,0.03
ORD-01078,2023-11-02,South,Clothing,2,35.1,51.0,0.33
ORD-01079,2024-09-03,north,Clothing,5,22.99,37.0,0.01
ORD-01080,2024-11-03,south,Clothing,11,130.17,35.0,0.59
ORD-01081,2024-12-24,NORTH,Sports,1,201.06,44.0,0.25
ORD-01082,2024-12-01,east,Books,3,71.43,35.0,0.06
ORD-01083,2024-02-11,North,Home,1,102.63,34.0,0.2
ORD-01084,2023-05-27,EAST,Home,5,119.74,50.0,0.34
ORD-01085,2024-09-05,north,Sports,11,177.89,53.0,0.08
ORD-01086,2024-08-08,SOUTH,Home,8,,51.0,0.42
ORD-01087,2024-12-24,south,Clothing,6,13.42,36.0,0.22
ORD-01088,2024-04-20,east,Electronics,2,42.79,12.0,0.13
ORD-01089,2023-04-14,South,Clothing,4,66.19,36.0,0.21
ORD-01090,2024-01-03,South,Books,6,39.09,29.0,0.2
ORD-01091,2023-11-24,West,Home,4,54.45,36.0,0.05
ORD-01092,2024-09-08,East,Home,8,1920.7516500220963,30.0,0.06
ORD-01093,2023-10-14,north,Home,11,84.87,38.0,0.12
ORD-01094,2023-08-29,West,Sports,3,117.35,26.0,0.05
ORD-01095,2023-02-28,South,Sports,3,67.18,23.0,0.16
ORD-01096,2024-09-02,NORTH,Electronics,2,7.37,53.0,0.17
ORD-01097,2024-07-06,SOUTH,Electronics,8,51.34,26.0,0.11
ORD-01098,2023-01-31,North,Clothing,6,81.02,38.0,0.19
ORD-01099,2023-11-14,NORTH,Sports,4,122.53,49.0,0.33
ORD-01100,2023-12-17,East,Home,3,111.85,49.0,0.23
ORD-01101,2023-12-10,,Sports,1,61.22,48.0,0.24
ORD-01102,2024-11-02,West,Books,6,40.79,,0.47
ORD-01103,2023-04-21,west,Home,8,63.16,47.0,0.36
ORD-01104,2023-08-12,East,Clothing,3,15.38,54.0,0.3
ORD-01105,2023-05-13,East,Clothing,1,43.72,43.0,0.17
ORD-01106,2023-06-28,EAST,Electronics,6,136.55,16.0,0.5
ORD-01107,2024-10-25,WEST,Home,8,63.03,32.0,0.16
ORD-01108,2024-11-18,South,Clothing,4,83.25,46.0,0.17
ORD-01109,2023-02-02,North,Clothing,3,22.19,30.0,0.02
ORD-01110,2024-04-07,SOUTH,Electronics,2,122.02,57.0,0.24
ORD-01111,2023-06-20,SOUTH,Books,9,59.12,37.0,0.09
ORD-01112,2023-05-21,North,Sports,10,81.45,39.0,0.42
ORD-01113,2023-08-02,EAST,Home,9,93.07,51.0,0.18
ORD-01114,2023-05-23,North,Home,6,119.27,36.0,0.06
ORD-01115,2023-12-25,west,Sports,8,73.57,40.0,0.14
ORD-01116,2024-12-28,NORTH,Home,5,60.06,49.0,0.43
ORD-01117,2024-03-04,north,Books,1,26.42,20.0,0.29
ORD-01118,2024-06-12,north,Home,5,20.51,35.0,0.62
ORD-01119,2023-12-27,NORTH,Home,8,72.61,48.0,0.64
ORD-01120,2023-01-11,north,Home,8,81.79,39.0,0.12
ORD-01121,2023-03-03,NORTH,Books,11,90.58,56.0,0.26
ORD-01122,2023-07-16,NORTH,Books,11,35.64,19.0,0.06
ORD-01123,2023-06-28,North,Home,3,44.01,18.0,0.01
ORD-01124,2024-09-06,SOUTH,Electronics,1,71.76,47.0,0.21
ORD-01125,2024-09-08,SOUTH,Sports,4,48.04,48.0,0.12
ORD-01126,2024-09-16,SOUTH,Sports,10,250.53,36.0,0.07
ORD-01127,2024-04-11,south,Electronics,9,43.34,43.0,0.11
ORD-01128,2024-02-11,north,Clothing,2,85.42,47.0,0.11
ORD-01129,2024-04-19,north,Sports,2,109.76,28.0,0.2
ORD-01130,2023-10-25,NORTH,Clothing,7,113.97,30.0,0.24
ORD-01131,2024-05-04,west,Sports,8,47.45,40.0,0.2
ORD-01132,2024-08-03,West,Books,11,93.36,49.0,0.29
ORD-01133,2024-07-11,WEST,Sports,9,86.16,24.0,0.29
ORD-01134,2024-03-24,South,Electronics,3,95.91,36.0,0.13
ORD-01135,2023-02-12,south,Home,1,71.13,35.0,0.09
ORD-01136,2024-06-13,South,Home,7,110.25,43.0,0.09
ORD-01137,2023-09-25,west,Sports,7,76.75,38.0,0.07
ORD-01138,2024-06-27,west,Clothing,11,23.92,31.0,0.05
ORD-01139,2024-01-30,West,Clothing,7,75.26,53.0,0.07
ORD-01140,2024-10-06,WEST,Electronics,6,81.08,32.0,0.06
ORD-01141,2023-09-05,south,Books,4,105.5,34.0,0.34
ORD-01142,2024-11-11,west,Sports,1,72.66,19.0,0.18
ORD-01143,2024-09-09,,Electronics,10,180.48,29.0,0.19
ORD-01144,2023-08-31,South,Clothing,10,61.49,44.0,0.08
ORD-01145,2023-12-19,WEST,Clothing,2,45.73,42.0,0.07
ORD-01146,2024-01-24,NORTH,Sports,8,147.43,45.0,0.04
ORD-01147,2024-07-15,west,Home,5,60.37,45.0,0.13
ORD-01148,2024-05-18,west,Clothing,5,68.31,63.0,0.19
ORD-01149,2024-09-14,north,Clothing,10,81.1,29.0,0.32
ORD-01150,2023-09-28,EAST,Home,10,76.79,19.0,0.07
ORD-01151,2024-01-05,North,Clothing,3,95.43,25.0,0.13
ORD-01152,2023-11-11,WEST,Electronics,4,101.67,200.0,0.12
ORD-01153,2024-10-26,WEST,Sports,10,42.85,26.0,0.25
ORD-01154,2023-08-11,EAST,Home,11,28.22,39.0,0.3
ORD-01155,2024-03-05,WEST,Clothing,1,30.91,53.0,0.46
ORD-01156,2023-03-29,NORTH,Books,10,4389.819555039813,56.0,0.14
ORD-01157,2024-09-13,North,Books,6,57.04,44.0,0.06
ORD-01158,2023-10-08,South,Electronics,7,109.16,64.0,0.18
ORD-01159,2023-09-06,North,Electronics,1,103.4,34.0,0.24
ORD-01160,2024-03-02,south,Electronics,8,68.3,18.0,0.52
ORD-01161,2023-12-31,north,Books,8,35.25,51.0,0.13
ORD-01162,2024-09-11,South,Books,8,104.96,16.0,0.48
ORD-01163,2024-01-24,south,Books,9,66.77,350.0,0.12
ORD-01164,2024-01-13,West,Books,11,26.82,44.0,0.21
ORD-01165,2023-03-18,,Home,10,48.32,37.0,0.29
ORD-01166,2023-01-17,west,Home,9,19.12,36.0,0.14
ORD-01167,2023-10-19,south,Books,11,49.94,24.0,0.03
ORD-01168,2024-12-30,SOUTH,Clothing,8,70.65,38.0,0.07
ORD-01169,2024-11-01,SOUTH,Sports,8,62.15,50.0,0.03
ORD-01170,2024-04-04,south,Sports,6,57.25,38.0,0.06
ORD-01171,2024-04-06,NORTH,Sports,9,70.17,28.0,0.04
ORD-01172,2023-10-14,South,Sports,1,91.85,23.0,0.24
ORD-01173,2023-05-10,North,Clothing,6,114.56,28.0,0.31
ORD-01174,2023-01-07,SOUTH,Electronics,5,124.12,43.0,0.05
ORD-01175,2023-09-05,EAST,Home,11,39.43,42.0,0.26
ORD-01176,2023-08-20,,Books,1,131.6,28.0,0.08
ORD-01177,2023-05-21,West,Books,8,66.84,11.0,0.08
ORD-01178,2023-07-09,North,Clothing,3,53.03,43.0,0.28
ORD-01179,2023-01-19,West,Clothing,10,31.64,27.0,0.42
ORD-01180,2024-03-20,West,Home,10,6.74,46.0,0.08
ORD-01181,2024-11-08,west,Sports,3,87.86,29.0,0.17
ORD-01182,2024-05-19,West,Electronics,10,85.74,26.0,0.05
ORD-01183,2023-11-24,NORTH,Clothing,6,45.28,40.0,0.26
ORD-01184,2023-11-04,south,Clothing,11,46.23,66.0,0.08
ORD-01185,2023-08-13,NORTH,Sports,9,60.63,47.0,0.18
ORD-01186,2023-04-15,west,Home,1,,40.0,0.25
ORD-01187,2024-03-13,EAST,Electronics,3,38.13,42.0,0.06
ORD-01188,2024-02-19,North,Clothing,5,29.01,17.0,0.2
ORD-01189,2023-01-06,west,Electronics,3,132.49,25.0,0.34
ORD-01190,2023-10-31,North,Home,2,48.15,8.0,0.08
ORD-01191,2023-07-23,EAST,Sports,11,85.43,,0.14
ORD-01192,2023-05-05,,Home,10,96.17,56.0,0.04
ORD-01193,2024-05-28,north,Sports,5,88.13,43.0,0.13
ORD-01194,2024-01-20,East,Books,3,99.43,40.0,0.19
ORD-01195,2024-04-08,WEST,Sports,2,87.51,19.0,0.14
ORD-01196,2024-06-05,NORTH,Clothing,11,42.28,35.0,0.2
ORD-01197,2024-12-18,South,Sports,4,54.45,60.0,0.23
ORD-01198,2024-08-09,NORTH,Clothing,1,130.34,40.0,0.13
ORD-01199,2024-03-29,EAST,Home,5,47.18,31.0,0.25
ORD-01200,2024-10-04,north,Books,5,66.91,17.0,0.18
ORD-01201,2023-12-16,west,Clothing,7,92.1,55.0,0.22
