order_id,order_date,region,category,units,unit_price,customer_age,discount,revenue,month
ORD-00641,2024-10-31,North,Electronics,10,165.52,37.0,0.1,1489.68,2024-10
ORD-00642,2024-09-16,South,Sports,10,99.29,32.0,0.19,804.25,2024-09
ORD-00643,2023-12-18,North,Home,7,62.1,40.0,0.36,278.21,2023-12
ORD-00644,2024-07-17,North,Books,1,142.91,22.0,0.19,115.76,2024-07
ORD-00645,2023-08-29,South,Books,7,52.12,41.0,0.36,233.5,2023-08
ORD-00646,2023-12-03,North,Electronics,8,173.62,19.0,0.06,1305.62,2023-12
ORD-00647,2024-01-27,West,Sports,1,36.65,26.0,0.13,31.89,2024-01
ORD-00648,2024-12-03,West,Home,9,66.62,14.0,0.38,371.74,2024-12
ORD-00649,2024-09-12,West,Books,3,11.44,36.0,0.12,30.2,2024-09
ORD-00650,2023-12-24,North,Clothing,10,120.56,57.0,0.21,952.42,2023-12
ORD-00651,2024-04-22,North,Sports,7,75.65,37.0,0.37,333.62,2024-04
ORD-00652,2023-05-28,North,Sports,4,173.9,46.0,0.1,626.04,2023-05
ORD-00653,2024-08-11,North,Home,1,57.71,66.0,0.15,49.05,2024-08
ORD-00654,2024-02-09,West,Electronics,1,22.26,43.0,0.08,20.48,2024-02
ORD-00655,2024-01-25,South,Sports,9,91.46,29.0,0.19,666.74,2024-01
ORD-00656,2024-07-14,North,Sports,5,46.88,30.0,0.12,206.27,2024-07
ORD-00657,2024-04-07,West,Home,10,110.12,38.0,0.3,770.84,2024-04
ORD-00658,2023-02-22,South,Home,3,37.23,30.0,0.21,88.24,2023-02
ORD-00659,2023-07-30,North,Clothing,11,66.39500000000001,31.0,0.16,613.49,2023-07
ORD-00660,2023-05-10,North,Electronics,11,71.62,50.0,0.14,677.53,2023-05
ORD-00661,2024-06-21,East,Sports,2,62.26,50.0,0.05,118.29,2024-06
ORD-00662,2023-01-26,West,Home,8,149.32,18.0,0.3,836.19,2023-01
ORD-00663,2023-05-28,North,Clothing,11,121.65,28.0,0.2,1070.52,2023-05
ORD-00664,2024-03-12,West,Books,4,41.11,32.0,0.14,141.42,2024-03
ORD-00665,2024-05-22,West,Electronics,1,119.51,45.0,0.22,93.22,2024-05
ORD-00666,2024-01-03,West,Electronics,10,104.74,52.0,0.1,942.66,2024-01
ORD-00667,2024-09-21,North,Clothing,6,64.63,70.0,0.2,310.22,2024-09
ORD-00668,2024-11-02,North,Home,1,113.65,32.0,0.32,77.28,2024-11
ORD-00669,2023-04-07,West,Clothing,10,155.11,33.0,0.19,1256.39,2023-04
ORD-00670,2024-11-27,South,Electronics,8,65.91,45.0,0.14,453.46,2024-11
ORD-00671,2024-03-25,East,Clothing,1,66.06,30.0,0.18,54.17,2024-03
ORD-00672,2024-04-10,West,Clothing,3,63.68,36.0,0.33,128.0,2024-04
ORD-00673,2023-03-11,North,Home,1,66.39500000000001,33.0,0.11,59.09,2023-03
ORD-00674,2024-03-30,West,Home,11,65.46,37.0,0.15,612.05,2024-03
ORD-00675,2024-06-14,West,Sports,1,60.69,39.0,0.19,49.16,2024-06
ORD-00676,2024-02-29,East,Sports,9,58.33,36.0,0.03,509.22,2024-02
ORD-00677,2023-03-03,South,Clothing,6,57.74,53.0,0.14,297.94,2023-03
ORD-00678,2024-01-18,West,Sports,7,29.13,38.0,0.34,134.58,2024-01
ORD-00679,2024-11-15,South,Home,9,129.16,23.0,0.03,1127.57,2024-11
ORD-00680,2024-06-12,East,Electronics,10,45.86,35.0,0.1,412.74,2024-06
ORD-00681,2023-04-11,West,Clothing,2,160.38,37.0,0.11,285.48,2023-04
ORD-00682,2024-12-02,East,Books,1,34.14,23.0,0.09,31.07,2024-12
ORD-00683,2024-12-01,North,Sports,2,182.49,46.0,0.09,332.13,2024-12
ORD-00684,2023-05-04,North,Clothing,8,53.88,35.0,0.13,375.0,2023-05
ORD-00685,2024-08-08,North,Electronics,7,120.4,49.0,0.38,522.54,2024-08
ORD-00686,2023-10-25,South,Electronics,1,75.18,14.0,0.06,70.67,2023-10
ORD-00687,2024-03-09,South,Electronics,3,26.05,35.0,0.07,72.68,2024-03
ORD-00688,2023-11-22,East,Books,6,27.16,32.0,0.11,145.03,2023-11
ORD-00689,2024-07-26,South,Home,9,43.17,49.0,0.44,217.58,2024-07
ORD-00690,2024-12-29,West,Home,4,51.79,46.0,0.22,161.58,2024-12
ORD-00691,2024-08-04,West,Books,11,67.3,46.0,0.21,584.84,2024-08
ORD-00692,2024-11-11,North,Sports,11,85.83,56.0,0.34,623.13,2024-11
ORD-00693,2024-11-22,East,Books,9,61.56,34.0,0.11,493.1,2024-11
ORD-00694,2023-03-07,East,Electronics,5,82.92,54.0,0.15,352.41,2023-03
ORD-00695,2023-07-05,South,Home,10,91.7,25.0,0.03,889.49,2023-07
ORD-00696,2024-06-11,North,Sports,9,59.73,25.0,0.17,446.18,2024-06
ORD-00697,2024-03-07,West,Books,6,103.68,47.0,0.16,522.55,2024-03
ORD-00698,2023-02-06,West,Clothing,5,118.26,20.0,0.33,396.17,2023-02
ORD-00699,2023-03-11,East,Clothing,10,93.19,45.0,0.09,848.03,2023-03
ORD-00700,2024-01-16,West,Sports,7,96.54,39.0,0.44,378.44,2024-01
ORD-00701,2024-03-26,West,Electronics,3,78.26,51.0,0.5,117.39,2024-03
ORD-00702,2023-05-03,South,Home,11,136.05,37.0,0.14,1287.03,2023-05
ORD-00703,2023-05-06,East,Electronics,1,68.33,39.0,0.04,65.6,2023-05
ORD-00704,2023-04-05,South,Sports,8,43.73,44.0,0.16,293.87,2023-04
ORD-00705,2024-02-17,West,Electronics,8,69.68,30.0,0.29,395.78,2024-02
ORD-00706,2023-01-06,North,Electronics,7,26.41,30.0,0.41,109.07,2023-01
ORD-00707,2024-02-23,South,Clothing,1,23.92,44.0,0.32,16.27,2024-02
ORD-00708,2023-12-14,West,Clothing,6,118.61,38.0,0.39,434.11,2023-12
ORD-00709,2023-12-07,North,Home,10,161.94,33.0,0.07,1506.04,2023-12
ORD-00710,2024-05-11,West,Clothing,3,55.05,37.0,0.05,156.89,2024-05
ORD-00711,2024-01-18,South,Clothing,8,119.3,57.0,0.09,868.5,2024-01
ORD-00712,2024-06-15,West,Home,10,16.53,33.0,0.3,115.71,2024-06
ORD-00713,2024-07-12,West,Home,11,14.11,32.0,0.34,102.44,2024-07
ORD-00714,2024-11-03,South,Sports,6,93.37,18.0,0.33,375.35,2024-11
ORD-00715,2024-08-07,West,Home,4,68.52,37.0,0.36,175.41,2024-08
ORD-00716,2024-01-14,South,Home,8,177.89,46.0,0.27,1038.88,2024-01
ORD-00717,2023-12-26,East,Books,6,62.3,48.0,0.36,239.23,2023-12
ORD-00718,2023-06-22,East,Electronics,7,32.25,39.0,0.12,198.66,2023-06
ORD-00719,2024-03-14,West,Books,9,66.39500000000001,49.0,0.42,346.58,2024-03
ORD-00720,2023-04-12,North,Sports,8,69.64,47.0,0.16,467.98,2023-04
ORD-00721,2024-11-11,North,Clothing,3,78.16,51.0,0.27,171.17,2024-11
ORD-00722,2024-09-09,East,Electronics,9,59.78,50.0,0.22,419.66,2024-09
ORD-00723,2023-03-29,East,Clothing,6,120.93,57.0,0.16,609.49,2023-03
ORD-00724,2024-07-28,South,Clothing,11,151.53,36.0,0.12,1466.81,2024-07
ORD-00725,2023-03-27,North,Home,8,54.64,22.0,0.18,358.44,2023-03
ORD-00726,2024-06-11,South,Sports,10,16.5,46.0,0.19,133.65,2024-06
ORD-00727,2023-03-06,West,Home,11,83.23,47.0,0.24,695.8,2023-03
ORD-00728,2023-12-23,North,Electronics,11,137.7,57.0,0.1,1363.23,2023-12
ORD-00729,2024-04-25,South,Clothing,9,54.8,53.0,0.16,414.29,2024-04
ORD-00730,2024-06-16,West,Books,7,96.53,61.0,0.09,614.9,2024-06
ORD-00731,2023-11-03,North,Clothing,2,30.47,45.0,0.03,59.11,2023-11
ORD-00732,2024-11-04,East,Home,5,81.95,41.0,0.19,331.9,2024-11
ORD-00733,2024-07-20,North,Books,6,97.64,21.0,0.76,140.6,2024-07
ORD-00734,2023-06-02,West,Clothing,9,83.42,42.0,0.2,600.62,2023-06
ORD-00735,2024-05-05,East,Books,7,188.06624999999997,31.0,0.11,1171.65,2024-05
ORD-00736,2024-06-18,West,Clothing,5,160.77,41.0,0.11,715.43,2024-06
ORD-00737,2023-09-01,North,Electronics,2,107.55,39.0,0.42,124.76,2023-09
ORD-00738,2024-06-23,South,Clothing,8,129.93,44.0,0.16,873.13,2024-06
ORD-00739,2024-10-18,West,Home,5,81.59,37.0,0.26,301.88,2024-10
ORD-00740,2024-08-20,North,Electronics,1,66.54,49.0,0.13,57.89,2024-08
ORD-00741,2024-07-11,North,Sports,4,66.39500000000001,37.0,0.06,249.65,2024-07
ORD-00742,2024-04-08,North,Home,10,29.97,40.0,0.33,200.8,2024-04
ORD-00743,2023-07-17,West,Electronics,2,165.24,52.0,0.09,300.74,2023-07
ORD-00744,2024-08-04,East,Sports,5,188.06624999999997,60.0,0.06,883.91,2024-08
ORD-00745,2023-09-24,East,Sports,6,70.74,47.0,0.18,348.04,2023-09
ORD-00746,2024-01-25,East,Electronics,1,71.54,58.0,0.2,57.23,2024-01
ORD-00747,2023-08-18,South,Electronics,2,100.18,40.0,0.2,160.29,2023-08
ORD-00748,2023-08-17,South,Clothing,11,62.49,38.0,0.22,536.16,2023-08
ORD-00749,2023-04-26,South,Home,7,32.95,44.0,0.15,196.05,2023-04
ORD-00750,2024-12-03,East,Books,3,25.79,38.0,0.24,58.8,2024-12
ORD-00751,2023-04-19,North,Home,2,188.06624999999997,29.0,0.1,338.52,2023-04
ORD-00752,2023-03-05,West,Books,5,18.62,32.0,0.3,65.17,2023-03
ORD-00753,2024-11-15,West,Electronics,8,66.39500000000001,25.0,0.38,329.32,2024-11
ORD-00754,2024-02-10,South,Books,9,20.72,44.0,0.18,152.91,2024-02
ORD-00755,2023-11-17,East,Sports,3,64.56,38.0,0.31,133.64,2023-11
ORD-00756,2024-06-23,North,Home,8,54.45,37.0,0.18,357.19,2024-06
ORD-00757,2023-10-08,West,Home,10,23.57,31.0,0.22,183.85,2023-10
ORD-00758,2023-04-04,West,Clothing,3,102.36,44.0,0.29,218.03,2023-04
ORD-00759,2024-06-17,West,Sports,1,31.23,47.0,0.06,29.36,2024-06
ORD-00760,2023-05-09,South,Electronics,11,21.09,24.0,0.37,146.15,2023-05
ORD-00761,2024-02-09,North,Clothing,6,109.4,23.0,0.25,492.3,2024-02
ORD-00762,2024-11-24,North,Electronics,9,54.61,49.0,0.07,457.09,2024-11
ORD-00763,2024-11-15,North,Sports,4,66.39500000000001,21.0,0.08,244.33,2024-11
ORD-00764,2023-09-21,North,Home,4,113.57,45.0,0.16,381.6,2023-09
ORD-00765,2024-07-24,North,Sports,3,30.03,57.0,0.14,77.48,2024-07
ORD-00766,2024-03-23,West,Books,3,16.9,57.0,0.31,34.98,2024-03
ORD-00767,2023-12-17,North,Home,6,145.48,47.0,0.2,698.3,2023-12
ORD-00768,2023-04-13,North,Home,2,188.06624999999997,47.0,0.18,308.43,2023-04
ORD-00769,2023-10-03,West,Clothing,10,63.42,65.0,0.07,589.81,2023-10
ORD-00770,2024-04-21,East,Home,6,4.0,37.0,0.06,22.56,2024-04
ORD-00771,2024-12-22,West,Books,11,62.86,32.0,0.1,622.31,2024-12
ORD-00772,2023-01-04,East,Sports,6,117.58,48.0,0.11,627.88,2023-01
ORD-00773,2024-06-08,North,Home,4,136.73,34.0,0.1,492.23,2024-06
ORD-00774,2024-09-10,East,Sports,6,32.68,53.0,0.2,156.86,2024-09
ORD-00775,2024-11-26,South,Sports,2,56.45,38.0,0.17,93.71,2024-11
ORD-00776,2023-11-06,East,Home,10,81.23,40.0,0.41,479.26,2023-11
ORD-00777,2023-03-28,South,Home,8,113.43,35.0,0.02,889.29,2023-03
ORD-00778,2023-07-18,South,Electronics,2,106.11,32.0,0.02,207.98,2023-07
ORD-00779,2024-09-13,South,Clothing,7,95.75,31.0,0.08,616.63,2024-09
ORD-00780,2024-10-03,North,Sports,6,136.51,41.0,0.09,745.34,2024-10
ORD-00781,2024-04-10,West,Electronics,3,66.48,29.0,0.43,113.68,2024-04
ORD-00782,2023-03-31,North,Clothing,2,166.15,49.0,0.22,259.19,2023-03
ORD-00783,2023-03-31,North,Books,9,46.96,46.0,0.14,363.47,2023-03
ORD-00784,2023-12-16,North,Clothing,3,107.14,51.0,0.19,260.35,2023-12
ORD-00785,2024-03-06,West,Sports,6,51.8,24.0,0.3,217.56,2024-03
ORD-00786,2023-01-24,South,Books,3,64.05,18.0,0.16,161.41,2023-01
ORD-00787,2024-05-16,East,Electronics,8,70.87,38.0,0.31,391.2,2024-05
ORD-00788,2024-02-03,West,Clothing,1,49.79,73.0,0.16,41.82,2024-02
ORD-00789,2023-01-09,North,Books,4,140.14,53.0,0.21,442.84,2023-01
ORD-00790,2023-03-11,West,Sports,7,53.55,31.0,0.26,277.39,2023-03
ORD-00791,2023-11-29,South,Sports,5,68.5,43.0,0.2,274.0,2023-11
ORD-00792,2024-06-12,North,Sports,7,99.46,47.0,0.03,675.33,2024-06
ORD-00793,2024-08-26,East,Electronics,2,188.06624999999997,22.0,0.18,308.43,2024-08
ORD-00794,2023-11-12,West,Books,5,101.73,54.0,0.09,462.87,2023-11
ORD-00795,2023-08-04,North,Electronics,9,72.5,36.0,0.09,593.78,2023-08
ORD-00796,2024-12-08,East,Electronics,4,14.48,37.0,0.12,50.97,2024-12
ORD-00797,2023-12-02,North,Books,2,62.92,38.0,0.16,105.71,2023-12
ORD-00798,2023-08-19,East,Home,10,43.8,52.0,0.27,319.74,2023-08
ORD-00799,2023-11-20,East,Books,9,55.94,29.0,0.06,473.25,2023-11
ORD-00800,2023-01-09,East,Sports,8,51.06,18.0,0.3,285.94,2023-01
ORD-00801,2023-08-09,East,Electronics,9,98.84,42.0,0.19,720.54,2023-08
ORD-00802,2024-01-12,North,Home,9,66.39500000000001,37.0,0.23,460.12,2024-01
ORD-00803,2024-11-02,East,Sports,9,36.64,34.0,0.05,313.27,2024-11
ORD-00804,2024-06-23,East,Home,6,120.61,52.0,0.06,680.24,2024-06
ORD-00805,2024-07-25,East,Home,1,27.65,45.0,0.17,22.95,2024-07
ORD-00806,2024-02-03,North,Home,7,70.35,37.0,0.64,177.28,2024-02
ORD-00807,2023-03-22,South,Sports,4,63.22,45.0,0.31,174.49,2023-03
ORD-00808,2023-10-13,South,Electronics,9,87.03,67.0,0.48,407.3,2023-10
ORD-00809,2024-12-29,North,Sports,6,137.38,31.0,0.21,651.18,2024-12
ORD-00810,2023-02-02,North,Sports,10,188.06624999999997,43.0,0.03,1824.24,2023-02
ORD-00811,2024-10-04,South,Sports,7,72.47,33.0,0.1,456.56,2024-10
ORD-00812,2024-05-15,East,Home,7,43.3,49.0,0.1,272.79,2024-05
ORD-00813,2023-07-27,North,Home,11,40.39,37.0,0.15,377.65,2023-07
ORD-00814,2024-07-22,West,Clothing,6,66.39500000000001,59.0,0.26,294.79,2024-07
ORD-00815,2024-09-03,North,Clothing,5,85.02,32.0,0.12,374.09,2024-09
ORD-00816,2023-02-01,West,Sports,5,11.63,55.0,0.13,50.59,2023-02
ORD-00817,2023-03-19,South,Home,10,26.36,45.0,0.37,166.07,2023-03
ORD-00818,2024-05-01,South,Books,9,85.07,38.0,0.32,520.63,2024-05
ORD-00819,2024-12-31,East,Electronics,2,124.3,45.0,0.23,191.42,2024-12
ORD-00820,2023-01-18,West,Books,6,124.75,41.0,0.26,553.89,2023-01
ORD-00821,2024-05-01,South,Books,5,74.71,42.0,0.17,310.05,2024-05
ORD-00822,2023-04-10,South,Sports,8,114.64,36.0,0.44,513.59,2023-04
ORD-00823,2024-04-20,East,Electronics,1,138.84,30.0,0.14,119.4,2024-04
ORD-00824,2024-03-31,East,Home,8,53.0,34.0,0.23,326.48,2024-03
ORD-00825,2023-03-08,North,Home,9,130.34,18.0,0.2,938.45,2023-03
ORD-00826,2024-05-12,South,Home,3,19.69,48.0,0.2,47.26,2024-05
ORD-00827,2024-10-17,South,Electronics,2,25.78,23.0,0.19,41.76,2024-10
ORD-00828,2024-09-23,West,Home,7,55.19,35.0,0.32,262.7,2024-09
ORD-00829,2023-01-22,South,Clothing,3,17.61,46.0,0.14,45.43,2023-01
ORD-00830,2023-06-29,North,Books,11,99.85,48.0,0.12,966.55,2023-06
ORD-00831,2023-06-26,West,Clothing,9,47.68,17.0,0.33,287.51,2023-06
ORD-00832,2023-11-28,South,Home,11,63.67,37.0,0.25,525.28,2023-11
ORD-00833,2023-04-15,North,Books,6,65.24,44.0,0.29,277.92,2023-04
ORD-00834,2024-09-16,North,Electronics,11,54.25,39.0,0.09,543.04,2024-09
ORD-00835,2024-07-21,North,Books,1,40.07,54.0,0.06,37.67,2024-07
ORD-00836,2024-08-13,North,Books,4,96.87,28.0,0.26,286.74,2024-08
ORD-00837,2023-05-25,South,Electronics,1,46.97,37.0,0.1,42.27,2023-05
ORD-00838,2023-01-11,West,Electronics,8,64.67,48.0,0.2,413.89,2023-01
ORD-00839,2024-10-27,East,Sports,6,87.59,32.0,0.38,325.83,2024-10
ORD-00840,2023-07-31,North,Clothing,4,138.14,17.0,0.17,458.62,2023-07
ORD-00841,2024-04-24,East,Sports,4,131.57,36.0,0.11,468.39,2024-04
ORD-00842,2024-10-26,North,Home,8,49.94,37.0,0.17,331.6,2024-10
ORD-00843,2023-01-27,West,Clothing,2,38.57,37.0,0.4,46.28,2023-01
ORD-00844,2023-01-05,North,Clothing,6,155.3,66.0,0.21,736.12,2023-01
ORD-00845,2023-01-04,East,Books,7,46.79,28.0,0.02,320.98,2023-01
ORD-00846,2023-04-25,South,Electronics,3,94.44,39.0,0.12,249.32,2023-04
ORD-00847,2023-02-07,East,Home,3,16.8,23.0,0.17,41.83,2023-02
ORD-00848,2024-08-22,South,Clothing,4,11.33,38.0,0.32,30.82,2024-08
ORD-00849,2024-03-18,West,Electronics,7,72.42,36.0,0.2,405.55,2024-03
ORD-00850,2024-12-17,North,Clothing,3,58.94,20.0,0.24,134.38,2024-12
ORD-00851,2024-08-08,West,Home,5,109.88,72.0,0.22,428.53,2024-08
ORD-00852,2024-12-05,South,Books,6,40.41,32.0,0.08,223.06,2024-12
ORD-00853,2023-06-24,West,Electronics,3,83.43,32.0,0.07,232.77,2023-06
ORD-00854,2023-07-30,West,Sports,7,106.27,50.0,0.16,624.87,2023-07
ORD-00855,2024-09-12,West,Sports,2,41.59,60.0,0.04,79.85,2024-09
ORD-00856,2023-06-29,North,Books,2,55.15,52.0,0.18,90.45,2023-06
ORD-00857,2023-02-11,North,Sports,3,29.87,24.0,0.13,77.96,2023-02
ORD-00858,2024-05-04,North,Home,4,112.33,41.0,0.05,426.85,2024-05
ORD-00859,2024-08-08,North,Sports,1,97.65,15.0,0.29,69.33,2024-08
ORD-00860,2024-12-08,East,Books,11,102.25,49.0,0.07,1046.02,2024-12
ORD-00861,2024-11-09,West,Home,4,58.78,18.0,0.28,169.29,2024-11
ORD-00862,2023-03-29,West,Electronics,9,96.61,28.0,0.45,478.22,2023-03
ORD-00863,2024-07-18,South,Home,10,5.31,38.0,0.1,47.79,2024-07
ORD-00864,2024-09-10,East,Sports,9,62.34,43.0,0.11,499.34,2024-09
ORD-00865,2024-05-25,West,Sports,10,171.31,37.0,0.09,1558.92,2024-05
ORD-00866,2024-08-22,West,Home,2,68.67,56.0,0.3,96.14,2024-08
ORD-00867,2024-09-04,North,Clothing,5,126.97,47.0,0.22,495.18,2024-09
ORD-00868,2023-11-23,South,Books,9,59.0,46.0,0.11,472.59,2023-11
ORD-00869,2023-01-30,West,Electronics,7,149.95,23.0,0.35,682.27,2023-01
ORD-00870,2023-11-30,South,Electronics,1,38.5,58.0,0.15,32.72,2023-11
ORD-00871,2023-05-28,South,Home,7,90.2,28.0,0.09,574.57,2023-05
ORD-00872,2023-03-25,West,Sports,9,44.14,59.0,0.18,325.75,2023-03
ORD-00873,2023-04-02,West,Clothing,10,81.15,62.0,0.13,706.0,2023-04
ORD-00874,2024-05-24,West,Home,5,46.95,44.0,0.04,225.36,2024-05
ORD-00875,2024-01-04,West,Clothing,3,68.49,50.0,0.04,197.25,2024-01
ORD-00876,2024-01-30,North,Home,4,51.81,37.0,0.05,196.88,2024-01
ORD-00877,2024-06-28,North,Electronics,4,103.94,36.0,0.05,394.97,2024-06
ORD-00878,2024-02-05,South,Home,4,92.59,51.0,0.22,288.88,2024-02
ORD-00879,2024-04-05,North,Home,4,43.04,49.0,0.1,154.94,2024-04
ORD-00880,2023-03-04,South,Clothing,6,42.17,23.0,0.1,227.72,2023-03
ORD-00881,2024-09-14,East,Clothing,1,36.09,34.0,0.07,33.56,2024-09
ORD-00882,2023-11-25,South,Books,4,31.01,37.0,0.2,99.23,2023-11
ORD-00883,2023-04-24,East,Electronics,4,108.31,43.0,0.23,333.59,2023-04
ORD-00884,2024-08-17,South,Electronics,2,34.6,37.0,0.27,50.52,2024-08
ORD-00885,2024-06-21,South,Electronics,10,85.53,52.0,0.32,581.6,2024-06
ORD-00886,2023-02-08,North,Sports,8,48.78,52.0,0.37,245.85,2023-02
ORD-00887,2023-05-22,North,Clothing,11,124.73,37.0,0.07,1275.99,2023-05
ORD-00888,2023-01-12,West,Electronics,7,188.06624999999997,44.0,0.34,868.87,2023-01
ORD-00889,2023-07-17,South,Sports,2,3.77,35.0,0.09,6.86,2023-07
ORD-00890,2023-03-15,North,Electronics,10,38.14,41.0,0.21,301.31,2023-03
ORD-00891,2024-06-02,West,Clothing,6,48.22,24.0,0.17,240.14,2024-06
ORD-00892,2024-01-17,East,Electronics,8,60.15,45.0,0.03,466.76,2024-01
ORD-00893,2024-12-17,North,Books,5,57.69,18.0,0.41,170.19,2024-12
ORD-00894,2024-07-01,South,Books,6,66.39500000000001,16.0,0.43,227.07,2024-07
ORD-00895,2024-03-23,North,Books,6,188.06624999999997,37.0,0.14,970.42,2024-03
ORD-00896,2024-01-08,East,Clothing,4,59.12,37.0,0.51,115.88,2024-01
ORD-00897,2023-02-09,North,Clothing,7,92.33,41.0,0.18,529.97,2023-02
ORD-00898,2023-02-21,North,Sports,9,94.12,30.0,0.26,626.84,2023-02
ORD-00899,2024-03-26,North,Sports,1,21.04,61.0,0.26,15.57,2024-03
ORD-00900,2023-01-04,East,Electronics,2,53.86,40.0,0.33,72.17,2023-01
ORD-00901,2023-01-31,North,Books,10,108.31,41.0,0.32,736.51,2023-01
ORD-00902,2023-06-10,West,Sports,7,155.76,40.0,0.37,686.9,2023-06
ORD-00903,2024-10-08,North,Home,11,54.64,50.0,0.12,528.92,2024-10
ORD-00904,2023-12-02,East,Books,7,24.36,45.0,0.16,143.24,2023-12
ORD-00905,2024-06-02,South,Electronics,8,45.39,43.0,0.6,145.25,2024-06
ORD-00906,2023-10-28,South,Electronics,10,53.04,47.0,0.38,328.85,2023-10
ORD-00907,2023-05-07,North,Electronics,8,51.67,16.0,0.6,165.34,2023-05
ORD-00908,2023-09-29,West,Electronics,4,36.12,17.0,0.03,140.15,2023-09
ORD-00909,2023-03-09,West,Sports,6,22.29,37.0,0.16,112.34,2023-03
ORD-00910,2024-07-17,North,Books,3,29.65,36.0,0.12,78.28,2024-07
ORD-00911,2023-05-15,North,Books,4,45.67,45.0,0.39,111.43,2023-05
ORD-00912,2023-10-03,West,Clothing,8,107.2,37.0,0.22,668.93,2023-10
ORD-00913,2024-12-17,South,Sports,2,66.39500000000001,45.0,0.22,103.58,2024-12
ORD-00914,2024-03-08,North,Electronics,8,73.48,23.0,0.2,470.27,2024-03
ORD-00915,2023-12-02,North,Sports,7,30.31,38.0,0.22,165.49,2023-12
ORD-00916,2024-02-01,East,Electronics,4,47.53,22.0,0.09,173.01,2024-02
ORD-00917,2024-07-27,East,Electronics,1,11.85,43.0,0.11,10.55,2024-07
ORD-00918,2023-07-06,East,Electronics,8,157.56,15.0,0.21,995.78,2023-07
ORD-00919,2024-04-10,West,Books,10,42.43,42.0,0.26,313.98,2024-04
ORD-00920,2024-09-29,South,Clothing,9,87.49,20.0,0.13,685.05,2024-09
ORD-00921,2024-02-23,South,Home,5,127.38,33.0,0.51,312.08,2024-02
ORD-00922,2023-11-23,South,Home,8,184.04,49.0,0.18,1207.3,2023-11
ORD-00923,2023-04-17,South,Books,5,114.56,41.0,0.03,555.62,2023-04
ORD-00924,2023-07-01,North,Clothing,4,51.45,18.0,0.32,139.94,2023-07
ORD-00925,2024-11-22,North,Electronics,4,95.02,30.0,0.32,258.45,2024-11
ORD-00926,2024-01-31,South,Clothing,3,66.39500000000001,20.0,0.29,141.42,2024-01
ORD-00927,2023-08-09,East,Clothing,11,42.14,18.0,0.18,380.1,2023-08
ORD-00928,2023-11-02,North,Books,8,21.36,39.0,0.19,138.41,2023-11
ORD-00929,2024-02-27,South,Books,2,36.34,45.0,0.13,63.23,2024-02
ORD-00930,2024-01-28,East,Electronics,10,91.05,43.0,0.42,528.09,2024-01
ORD-00931,2024-05-26,East,Books,2,52.37,45.0,0.13,91.12,2024-05
ORD-00932,2023-07-08,West,Electronics,7,64.32,38.0,0.22,351.19,2023-07
ORD-00933,2024-04-19,West,Books,2,100.83,35.0,0.25,151.24,2024-04
ORD-00934,2023-11-20,East,Clothing,4,35.74,25.0,0.19,115.8,2023-11
ORD-00935,2024-11-18,North,Clothing,8,62.22,33.0,0.21,393.23,2024-11
ORD-00936,2023-04-26,South,Home,11,46.95,22.0,0.37,325.36,2023-04
ORD-00937,2023-04-19,East,Clothing,11,66.39500000000001,28.0,0.08,671.92,2023-04
ORD-00938,2023-12-04,North,Books,10,112.36,39.0,0.12,988.77,2023-12
ORD-00939,2024-01-07,North,Sports,3,52.62,37.0,0.18,129.45,2024-01
ORD-00940,2024-05-20,North,Sports,2,50.59,75.0,0.04,97.13,2024-05
ORD-00941,2023-10-23,South,Home,10,187.68,22.0,0.21,1482.67,2023-10
ORD-00942,2024-10-29,South,Home,11,178.54,36.0,0.2,1571.15,2024-10
ORD-00943,2023-12-13,North,Home,4,90.67,21.0,0.33,243.0,2023-12
ORD-00944,2023-04-05,West,Books,1,66.32,33.0,0.37,41.78,2023-04
ORD-00945,2023-03-29,West,Home,8,25.87,34.0,0.12,182.12,2023-03
ORD-00946,2024-12-12,North,Home,1,36.58,48.0,0.13,31.82,2024-12
ORD-00947,2023-04-09,West,Home,1,24.31,33.0,0.18,19.93,2023-04
ORD-00948,2024-11-23,North,Clothing,11,130.5,36.0,0.36,918.72,2024-11
ORD-00949,2023-07-23,West,Home,6,26.19,33.0,0.08,144.57,2023-07
ORD-00950,2023-03-10,North,Books,2,50.14,21.0,0.21,79.22,2023-03
ORD-00951,2023-08-11,North,Home,8,14.11,30.0,0.05,107.24,2023-08
ORD-00952,2024-03-25,North,Sports,5,19.6,33.0,0.04,94.08,2024-03
ORD-00953,2023-11-09,West,Sports,6,103.73,39.0,0.06,585.04,2023-11
ORD-00954,2024-07-28,West,Home,10,82.01,45.0,0.22,639.68,2024-07
ORD-00955,2024-03-22,West,Sports,3,67.92,35.0,0.1,183.38,2024-03
ORD-00956,2023-10-20,East,Electronics,8,50.79,35.0,0.09,369.75,2023-10
ORD-00957,2024-04-08,North,Sports,10,17.48,17.0,0.1,157.32,2024-04
ORD-00958,2024-12-11,West,Clothing,5,46.12,44.0,0.24,175.26,2024-12
ORD-00959,2023-10-29,East,Home,11,59.71,30.0,0.29,466.34,2023-10
ORD-00960,2023-04-23,East,Clothing,5,99.36,47.0,0.22,387.5,2023-04
ORD-00961,2023-10-26,South,Home,6,126.12,54.0,0.09,688.62,2023-10
ORD-00962,2024-09-06,East,Clothing,10,105.76,36.0,0.03,1025.87,2024-09
